Number	Accession	A's	T's	G's	C's	N's	Length	GC%
7798	CY044771	792	522	562	418	32	2326	42.13
7799	CY075548	620	413	381	320	24	1758	39.87
7800	CY075549	289	236	254	208	14	1001	46.15
7801	CY075549	289	236	254	208	14	1001	46.15
7802	CY075550	453	372	331	264	20	1440	41.32
7803	CY075551	504	317	401	301	21	1544	45.47
7804	CY075552	271	209	202	168	12	862	42.92
7805	CY075552	271	209	202	168	12	862	42.92
7806	CY075553	713	504	532	426	31	2206	43.43
7807	CY075554	820	520	521	442	32	2335	41.24
7808	CY075555	773	498	589	433	32	2325	43.96
7809	CY075556	618	414	382	320	24	1758	39.93
7810	CY075557	289	236	254	208	14	1001	46.15
7811	CY075557	289	236	254	208	14	1001	46.15
7812	CY075558	453	372	331	264	20	1440	41.32
7813	CY075559	504	317	401	301	21	1544	45.47
7814	CY075560	271	211	200	168	12	862	42.69
7815	CY075560	271	211	200	168	12	862	42.69
7816	CY075561	715	503	530	427	31	2206	43.38
7817	CY075562	822	518	519	444	32	2335	41.24
7818	CY075563	773	497	589	434	32	2325	44.00
7819	CY075564	618	414	382	320	24	1758	39.93
7820	CY075565	289	235	254	209	14	1001	46.25
7821	CY075565	289	235	254	209	14	1001	46.25
7822	CY075566	452	371	333	264	20	1440	41.46
7823	CY075567	505	317	400	301	21	1544	45.40
7824	CY075568	270	210	201	169	12	862	42.92
7825	CY075568	270	210	201	169	12	862	42.92
7826	CY075569	713	504	532	426	31	2206	43.43
7827	CY075570	820	519	521	443	32	2335	41.28
7828	CY075571	772	498	590	433	32	2325	44.00
7829	CY075572	617	415	384	318	24	1758	39.93
7830	CY075573	289	236	254	208	14	1001	46.15
7831	CY075573	289	236	254	208	14	1001	46.15
7832	CY075574	451	372	333	264	20	1440	41.46
7833	CY075575	503	317	401	302	21	1544	45.53
7834	CY075576	271	210	202	167	12	862	42.81
7835	CY075576	271	210	202	167	12	862	42.81
7836	CY075577	712	503	532	428	31	2206	43.52
7837	CY075578	823	519	520	441	32	2335	41.16
7838	CY075579	771	498	591	433	32	2325	44.04
7839	CY044772	580	415	379	340	24	1738	41.37
7840	CY044773	280	239	261	206	14	1000	46.70
7841	CY044773	280	239	261	206	14	1000	46.70
7842	CY044774	438	368	337	275	20	1438	42.56
7843	CY044775	495	322	398	287	21	1523	44.98
7844	CY044776	292	207	193	159	12	863	40.79
7845	CY044776	292	207	193	159	12	863	40.79
7846	CY044777	732	524	517	412	31	2216	41.92
7847	CY044778	812	506	524	443	32	2317	41.74
7848	CY044778	812	506	524	443	32	2317	41.74
7849	CY044779	800	527	563	414	32	2336	41.82
7850	CY075580	618	414	384	318	24	1758	39.93
7851	CY075581	289	236	254	208	14	1001	46.15
7852	CY075581	289	236	254	208	14	1001	46.15
7853	CY075582	454	372	330	264	20	1440	41.25
7854	CY075583	505	317	400	301	21	1544	45.40
7855	CY075584	270	209	202	169	12	862	43.04
7856	CY075584	270	209	202	169	12	862	43.04
7857	CY075585	710	505	535	425	31	2206	43.52
7858	CY075586	821	519	521	442	32	2335	41.24
7859	CY075587	770	499	591	433	32	2325	44.04
7860	CY075588	618	414	382	320	24	1758	39.93
7861	CY075589	288	236	255	208	14	1001	46.25
7862	CY075589	288	236	255	208	14	1001	46.25
7863	CY075590	453	373	331	263	20	1440	41.25
7864	CY075591	506	317	399	301	21	1544	45.34
7865	CY075592	270	209	202	169	12	862	43.04
7866	CY075592	270	209	202	169	12	862	43.04
7867	CY075593	712	503	533	427	31	2206	43.52
7868	CY075594	820	520	521	442	32	2335	41.24
7869	CY075595	772	499	590	432	32	2325	43.96
7870	CY075596	619	416	382	317	24	1758	39.76
7871	CY075597	289	236	254	208	14	1001	46.15
7872	CY075597	289	236	254	208	14	1001	46.15
7873	CY075598	455	372	329	264	20	1440	41.18
7874	CY075599	503	319	401	300	21	1544	45.40
7875	CY075600	271	209	202	168	12	862	42.92
7876	CY075600	271	209	202	168	12	862	42.92
7877	CY075601	711	504	532	428	31	2206	43.52
7878	CY075602	818	520	523	442	32	2335	41.33
7879	CY075603	772	497	590	434	32	2325	44.04
7880	HM370565	12	15	17	12	0	56	51.79
7881	CY044780	581	418	375	343	24	1741	41.24
7882	CY044781	278	240	261	206	14	999	46.75
7883	CY044781	278	240	261	206	14	999	46.75
7884	CY044782	441	376	335	273	20	1445	42.08
7885	CY044783	506	327	402	289	21	1545	44.72
7886	CY044784	290	206	193	159	12	860	40.93
7887	CY044784	290	206	193	159	12	860	40.93
7888	CY044785	738	531	515	408	31	2223	41.52
7889	CY044786	811	510	529	449	32	2331	41.96
7890	CY044786	811	510	529	449	32	2331	41.96
7891	CY044787	795	523	566	414	32	2330	42.06
7892	CY075604	617	414	383	320	24	1758	39.99
7893	CY075605	288	236	255	207	15	1001	46.15
7894	CY075605	288	236	255	207	15	1001	46.15
7895	CY075606	453	372	331	264	20	1440	41.32
7896	CY075607	506	317	399	301	21	1544	45.34
7897	CY075608	270	209	202	169	12	862	43.04
7898	CY075608	270	209	202	169	12	862	43.04
7899	CY075609	712	502	534	427	31	2206	43.56
7900	CY075610	821	521	520	441	32	2335	41.16
7901	CY075611	772	500	590	431	32	2325	43.91
7902	CY075612	620	413	381	320	24	1758	39.87
7903	CY075613	289	236	254	208	14	1001	46.15
7904	CY075613	289	236	254	208	14	1001	46.15
7905	CY075614	453	372	331	264	20	1440	41.32
7906	CY075615	504	317	401	301	21	1544	45.47
7907	CY075616	271	209	202	168	12	862	42.92
7908	CY075616	271	209	202	168	12	862	42.92
7909	CY075617	713	504	532	426	31	2206	43.43
7910	CY075618	820	520	521	442	32	2335	41.24
7911	CY075619	773	498	589	433	32	2325	43.96
7912	CY075620	618	415	383	318	24	1758	39.87
7913	CY075621	289	236	254	208	14	1001	46.15
7914	CY075621	289	236	254	208	14	1001	46.15
7915	CY075622	454	373	330	263	20	1440	41.18
7916	CY075623	501	319	402	301	21	1544	45.53
7917	CY075624	270	210	202	168	12	862	42.92
7918	CY075624	270	210	202	168	12	862	42.92
7919	CY075625	711	504	533	427	31	2206	43.52
7920	CY075626	816	518	524	445	32	2335	41.50
7921	CY075627	775	498	587	433	32	2325	43.87
7922	CY075628	619	414	382	319	24	1758	39.87
7923	CY075629	289	236	254	208	14	1001	46.15
7924	CY075629	289	236	254	208	14	1001	46.15
7925	CY075630	455	372	329	264	20	1440	41.18
7926	CY075631	505	318	400	300	21	1544	45.34
7927	CY075632	270	210	202	168	12	862	42.92
7928	CY075632	270	210	202	168	12	862	42.92
7929	CY075633	712	505	531	427	31	2206	43.43
7930	CY075634	818	519	523	443	32	2335	41.37
7931	CY075635	775	497	587	434	32	2325	43.91
7932	CY075636	615	416	386	317	24	1758	39.99
7933	CY075637	289	236	254	208	14	1001	46.15
7934	CY075637	289	236	254	208	14	1001	46.15
7935	CY075638	452	374	332	262	20	1440	41.25
7936	CY075639	504	317	401	301	21	1544	45.47
7937	CY075640	271	209	201	169	12	862	42.92
7938	CY075640	271	209	201	169	12	862	42.92
7939	CY075641	712	503	532	428	31	2206	43.52
7940	CY075642	821	520	520	442	32	2335	41.20
7941	CY075643	772	499	590	432	32	2325	43.96
7942	CY075644	617	414	383	320	24	1758	39.99
7943	CY075645	288	236	255	208	14	1001	46.25
7944	CY075645	288	236	255	208	14	1001	46.25
7945	CY075646	453	373	331	263	20	1440	41.25
7946	CY075647	506	318	399	300	21	1544	45.27
7947	CY075648	270	209	202	169	12	862	43.04
7948	CY075648	270	209	202	169	12	862	43.04
7949	CY075649	713	503	532	427	31	2206	43.47
7950	CY075650	821	521	519	442	32	2335	41.16
7951	CY075651	772	501	589	431	32	2325	43.87
7952	CY044788	578	418	375	343	24	1738	41.31
7953	CY044789	276	240	262	206	14	998	46.89
7954	CY044789	276	240	262	206	14	998	46.89
7955	CY044790	442	374	336	274	20	1446	42.19
7956	CY044791	495	324	399	285	21	1524	44.88
7957	CY044792	288	207	193	159	12	859	40.98
7958	CY044792	288	207	193	159	12	859	40.98
7959	CY044793	730	522	512	402	30	2196	41.62
7960	CY044794	808	505	528	447	32	2320	42.03
7961	CY044794	808	505	528	447	32	2320	42.03
7962	CY044795	797	525	564	412	32	2330	41.89
7963	CY044796	577	410	378	342	24	1731	41.59
7964	CY044797	280	239	260	206	14	999	46.65
7965	CY044797	280	239	260	206	14	999	46.65
7966	CY044798	437	368	337	274	20	1436	42.55
7967	CY044799	496	322	398	286	21	1523	44.91
7968	CY044800	286	206	193	159	12	856	41.12
7969	CY044800	286	206	193	159	12	856	41.12
7970	CY044801	726	512	513	406	30	2187	42.02
7971	CY044802	814	504	521	441	32	2312	41.61
7972	CY044802	814	504	521	441	32	2312	41.61
7973	CY044803	791	518	561	413	32	2315	42.07
7974	CY044804	585	415	378	342	24	1744	41.28
7975	CY044805	281	239	260	206	14	1000	46.60
7976	CY044805	281	239	260	206	14	1000	46.60
7977	CY044806	448	372	340	274	20	1454	42.23
7978	CY044807	513	339	404	299	22	1577	44.58
7979	CY044808	288	206	195	159	12	860	41.16
7980	CY044808	288	206	195	159	12	860	41.16
7981	CY044809	734	523	518	415	31	2221	42.01
7982	CY044810	820	510	525	447	32	2334	41.65
7983	CY044810	820	510	525	447	32	2334	41.65
7984	CY044811	800	528	565	415	32	2340	41.88
7985	CY044812	584	416	377	340	24	1741	41.18
7986	CY044813	281	239	261	206	14	1001	46.65
7987	CY044813	281	239	261	206	14	1001	46.65
7988	CY044814	437	366	336	271	20	1430	42.45
7989	CY044815	498	323	398	286	21	1526	44.82
7990	CY044816	292	206	192	159	12	861	40.77
7991	CY044816	292	206	192	159	12	861	40.77
7992	CY044817	731	521	516	409	31	2208	41.89
7993	CY044818	819	511	525	446	32	2333	41.62
7994	CY044818	819	511	525	446	32	2333	41.62
7995	CY044819	801	529	564	413	32	2339	41.77
7996	CY044820	577	412	378	340	24	1731	41.48
7997	CY044821	280	239	260	206	14	999	46.65
7998	CY044821	280	239	260	206	14	999	46.65
7999	CY044822	437	367	338	271	20	1433	42.50
8000	CY044823	497	324	397	285	21	1524	44.75
8001	CY044824	287	206	192	159	12	856	41.00
8002	CY044824	287	206	192	159	12	856	41.00
8003	CY044825	725	511	514	407	30	2187	42.11
8004	CY044826	813	503	521	443	32	2312	41.70
8005	CY044826	813	503	521	443	32	2312	41.70
8006	CY044827	791	517	563	415	32	2318	42.19
8007	CY044469	576	412	378	338	24	1728	41.44
8008	CY044470	277	239	260	206	14	996	46.79
8009	CY044470	277	239	260	206	14	996	46.79
8010	CY044471	437	368	336	272	20	1433	42.43
8011	CY044472	494	323	398	286	21	1522	44.94
8012	CY044473	725	511	514	407	30	2187	42.11
8013	CY044474	812	504	522	442	32	2312	41.70
8014	CY044474	812	504	522	442	32	2312	41.70
8015	CY044475	792	520	562	412	32	2318	42.02
8016	CY044860	284	205	191	158	11	849	41.11
8017	CY044860	284	205	191	158	11	849	41.11
8018	CY044828	577	410	377	343	24	1731	41.59
8019	CY044829	274	239	264	206	14	997	47.14
8020	CY044829	274	239	264	206	14	997	47.14
8021	CY044830	438	368	336	274	20	1436	42.48
8022	CY044831	496	323	395	286	21	1521	44.77
8023	CY044832	286	206	194	159	12	857	41.19
8024	CY044832	286	206	194	159	12	857	41.19
8025	CY044833	724	513	513	407	30	2187	42.07
8026	CY044834	813	502	520	445	32	2312	41.74
8027	CY044834	813	502	520	445	32	2312	41.74
8028	CY044835	792	520	562	412	32	2318	42.02
8029	CY044836	573	409	374	339	24	1719	41.48
8030	CY044837	276	239	261	206	14	996	46.89
8031	CY044837	276	239	261	206	14	996	46.89
8032	CY044838	438	366	335	271	20	1430	42.38
8033	CY044839	494	323	394	286	21	1518	44.80
8034	CY044840	283	205	192	158	11	849	41.22
8035	CY044840	283	205	192	158	11	849	41.22
8036	CY044841	726	508	510	407	30	2181	42.04
8037	CY044842	809	500	521	444	32	2306	41.85
8038	CY044842	809	500	521	444	32	2306	41.85
8039	CY044843	791	518	560	411	32	2312	42.00
8040	CY044844	578	411	377	341	24	1731	41.48
8041	CY044845	281	239	259	205	15	999	46.45
8042	CY044845	281	239	259	205	15	999	46.45
8043	CY044846	437	367	337	272	20	1433	42.50
8044	CY044847	498	323	396	286	21	1524	44.75
8045	CY044848	284	205	193	159	12	853	41.27
8046	CY044848	284	205	193	159	12	853	41.27
8047	CY044849	726	511	513	406	31	2187	42.02
8048	CY044850	811	502	523	444	32	2312	41.83
8049	CY044850	811	502	523	444	32	2312	41.83
8050	CY044851	794	520	561	413	33	2321	41.96
8051	CY064460	618	415	382	319	24	1758	39.87
8052	CY064461	289	235	255	208	14	1001	46.25
8053	CY064461	289	235	255	208	14	1001	46.25
8054	CY064462	453	372	331	264	20	1440	41.32
8055	CY064463	504	317	401	301	21	1544	45.47
8056	CY064464	271	209	201	169	12	862	42.92
8057	CY064464	271	209	201	169	12	862	42.92
8058	CY064465	711	503	534	427	31	2206	43.56
8059	CY064466	824	519	517	443	32	2335	41.11
8060	CY064467	773	497	589	434	32	2325	44.00
8061	CY044852	590	420	378	341	24	1753	41.02
8062	CY044853	280	238	261	207	14	1000	46.80
8063	CY044853	280	238	261	207	14	1000	46.80
8064	CY044854	447	372	338	275	20	1452	42.22
8065	CY044855	510	328	398	292	21	1549	44.54
8066	CY044856	292	207	193	159	13	864	40.74
8067	CY044856	292	207	193	159	13	864	40.74
8068	CY044857	738	525	518	413	31	2225	41.84
8069	CY044858	813	506	525	444	32	2320	41.77
8070	CY044858	813	506	525	444	32	2320	41.77
8071	CY044859	796	522	559	413	32	2322	41.86
8072	EU249169	290	238	250	204	14	996	45.58
8073	EU249169	290	238	250	204	14	996	45.58
8074	FJ231782	571	414	392	321	24	1722	41.41
8075	FJ231833	457	377	330	249	20	1433	40.40
8076	GQ365663	768	491	588	432	32	2311	44.14
8077	GQ365664	799	504	511	435	32	2281	41.47
8078	GQ365665	704	495	529	423	30	2181	43.65
8079	GQ365666	600	408	378	315	24	1725	40.17
8080	GQ365667	494	312	398	293	21	1518	45.52
8081	GQ365668	444	363	327	261	19	1414	41.58
8082	GQ365669	271	222	244	203	13	953	46.90
8083	GQ365669	271	222	244	203	13	953	46.90
8084	GQ365670	247	189	190	160	11	797	43.91
8085	GQ365670	247	189	190	160	11	797	43.91
8086	GQ365671	771	491	585	432	32	2311	44.01
8087	GQ365672	802	494	511	431	31	2269	41.52
8088	GQ365673	701	491	526	421	30	2169	43.66
8089	GQ365674	610	414	384	317	24	1749	40.08
8090	GQ365675	495	312	395	294	21	1517	45.42
8091	GQ365676	441	371	328	262	20	1422	41.49
8092	GQ365677	286	235	253	208	14	996	46.29
8093	GQ365677	286	235	253	208	14	996	46.29
8094	GQ365678	259	201	200	167	11	838	43.79
8095	GQ365678	259	201	200	167	11	838	43.79
8096	EU249201	281	232	259	210	14	996	47.09
8097	EU249201	281	232	259	210	14	996	47.09
8098	EU249213	279	239	257	207	14	996	46.59
8099	EU249213	279	239	257	207	14	996	46.59
8100	AJ518093	475	376	338	262	20	1471	40.79
8101	AJ458277	510	338	411	306	22	1587	45.18
8102	AJ458308	293	253	267	215	14	1042	46.26
8103	AJ458308	293	253	267	215	14	1042	46.26
8104	CY043083	769	491	588	432	32	2312	44.12
8105	CY043084	812	509	516	437	32	2306	41.33
8106	CY043085	704	494	529	424	30	2181	43.70
8107	CY043086	600	409	378	314	24	1725	40.12
8108	CY043087	493	313	398	293	21	1518	45.52
8109	CY043088	449	367	331	263	20	1430	41.54
8110	CY043089	285	235	255	207	14	996	46.39
8111	CY043089	285	235	255	207	14	996	46.39
8112	CY043090	268	206	202	170	12	858	43.36
8113	CY043090	268	206	202	170	12	858	43.36
8114	CY043091	769	491	588	432	32	2312	44.12
8115	CY043092	812	508	516	438	32	2306	41.37
8116	CY043093	704	495	529	423	30	2181	43.65
8117	CY043094	600	408	379	314	24	1725	40.17
8118	CY043095	493	313	398	293	21	1518	45.52
8119	CY043096	450	368	330	262	20	1430	41.40
8120	CY043097	284	235	255	208	14	996	46.49
8121	CY043097	284	235	255	208	14	996	46.49
8122	CY043098	268	208	202	168	12	858	43.12
8123	CY043098	268	208	202	168	12	858	43.12
8124	CY073391	768	491	589	432	32	2312	44.16
8125	CY073392	813	507	516	438	32	2306	41.37
8126	CY073393	702	495	530	424	30	2181	43.74
8127	CY073394	600	408	379	314	24	1725	40.17
8128	CY073395	492	314	399	292	21	1518	45.52
8129	CY073396	449	367	331	263	20	1430	41.54
8130	CY073397	284	234	255	209	14	996	46.59
8131	CY073397	284	234	255	209	14	996	46.59
8132	CY073398	268	208	201	167	12	856	42.99
8133	CY073398	268	208	201	167	12	856	42.99
8134	CY073399	769	491	588	432	32	2312	44.12
8135	CY073400	813	507	516	438	32	2306	41.37
8136	CY073401	703	495	530	423	30	2181	43.70
8137	CY073402	600	409	379	313	24	1725	40.12
8138	CY073403	494	314	397	292	21	1518	45.39
8139	CY073404	449	367	331	263	20	1430	41.54
8140	CY073405	284	235	255	208	14	996	46.49
8141	CY073405	284	235	255	208	14	996	46.49
8142	CY073406	268	208	201	167	12	856	42.99
8143	CY073406	268	208	201	167	12	856	42.99
8144	DQ336007	331	227	208	218	14	998	42.69
8145	DQ335991	300	198	201	192	12	903	43.52
8146	DQ336015	167	135	132	121	7	562	45.02
8147	DQ336011	318	225	223	218	14	998	44.19
8148	DQ336014	319	226	222	217	14	998	43.99
8149	DQ336013	319	226	223	216	14	998	43.99
8150	DQ336016	175	135	125	120	7	562	43.59
8151	DQ336009	331	225	209	219	14	998	42.89
8152	DQ336017	176	134	125	120	7	562	43.59
8153	DQ336005	329	222	211	213	13	988	42.91
8154	DQ336012	318	226	223	217	14	998	44.09
8155	D30662	346	257	245	232	15	1095	43.56
8156	DQ336010	331	227	209	217	14	998	42.69
8157	DQ336008	331	227	208	218	14	998	42.69
8158	DQ335992	330	220	211	214	13	988	43.02
8159	DQ335993	328	221	212	214	13	988	43.12
8160	DQ335994	329	221	212	213	13	988	43.02
8161	DQ335995	328	219	213	215	13	988	43.32
8162	DQ335996	329	220	212	214	13	988	43.12
8163	CY020293	632	402	389	327	24	1774	40.36
8164	CY020294	292	242	259	207	14	1014	45.96
8165	CY020294	292	242	259	207	14	1014	45.96
8166	CY020295	457	379	341	255	20	1452	41.05
8167	CY020296	490	321	410	307	21	1549	46.29
8168	CY020297	281	204	207	169	12	873	43.07
8169	CY020297	281	204	207	169	12	873	43.07
8170	CY020298	737	534	518	411	31	2231	41.64
8171	CY020299	807	546	516	444	33	2346	40.92
8172	CY020299	807	546	516	444	33	2346	40.92
8173	CY020300	779	526	574	418	32	2329	42.59
8174	D00599	501	331	417	316	22	1587	46.19
8175	HQ008266	248	199	152	138	10	747	38.82
8176	HQ008267	364	220	226	225	14	1049	42.99
8177	DQ335997	329	219	212	215	13	988	43.22
8178	DQ335998	328	219	213	215	13	988	43.32
8179	DQ335999	328	219	213	215	13	988	43.32
8180	DQ336000	329	222	211	213	13	988	42.91
8181	DQ336001	329	222	211	213	13	988	42.91
8182	DQ336006	331	226	208	219	14	998	42.79
8183	DQ336002	328	219	213	215	13	988	43.32
8184	DQ336003	328	220	213	214	13	988	43.22
8185	DQ336004	328	220	213	214	13	988	43.22
8186	EU514649	332	227	213	215	14	1001	42.76
8187	EU514652	333	226	215	213	14	1001	42.76
8188	EF512569	452	380	336	280	20	1468	41.96
8189	EU501376	340	226	206	215	14	1001	42.06
8190	AF008732	331	227	217	212	14	1001	42.86
8191	AF180660	328	227	218	214	14	1001	43.16
8192	EF584339	449	367	339	258	20	1433	41.66
8193	AF008734	328	225	216	218	14	1001	43.36
8194	AJ457889	327	223	212	213	13	988	43.02
8195	EF584357	438	364	336	272	20	1430	42.52
8196	EU514658	334	225	213	215	14	1001	42.76
8197	AF180658	329	226	219	213	14	1001	43.16
8198	AF180651	324	226	219	218	14	1001	43.66
8199	AF180649	324	228	218	217	14	1001	43.46
8200	AF180659	331	226	217	213	14	1001	42.96
8201	AF180648	324	227	219	217	14	1001	43.56
8202	AF180661	329	226	217	215	14	1001	43.16
8203	AF008733	330	226	217	214	14	1001	43.06
8204	EU879087	438	365	335	272	20	1430	42.45
8205	AF180657	330	226	219	212	14	1001	43.06
8206	AF008687	324	225	220	218	14	1001	43.76
8207	EF584375	439	363	337	271	20	1430	42.52
8208	EU502141	333	228	214	212	14	1001	42.56
8209	EU502142	338	222	213	214	14	1001	42.66
8210	EU502143	344	225	200	218	14	1001	41.76
8211	EU502144	344	226	200	217	14	1001	41.66
8212	EU502145	339	222	206	220	14	1001	42.56
8213	EU502146	334	224	213	216	14	1001	42.86
8214	EU502147	339	224	208	216	14	1001	42.36
8215	EU502149	340	222	205	220	14	1001	42.46
8216	EU502150	337	224	207	219	14	1001	42.56
8217	EU502151	341	224	206	216	14	1001	42.16
8218	EU502152	334	223	214	216	14	1001	42.96
8219	EU502148	339	226	205	217	14	1001	42.16
8220	EU502153	340	226	202	219	14	1001	42.06
8221	EU249150	285	237	255	205	14	996	46.18
8222	EU249150	285	237	255	205	14	996	46.18
8223	FJ231763	573	411	392	322	24	1722	41.46
8224	FJ231814	455	374	331	253	20	1433	40.75
8225	EU249151	284	238	255	205	14	996	46.18
8226	EU249151	284	238	255	205	14	996	46.18
8227	FJ231764	570	414	392	322	24	1722	41.46
8228	FJ231815	455	373	331	254	20	1433	40.82
8229	AF116575	405	280	280	255	17	1237	43.25
8230	AF250356	432	379	345	254	20	1430	41.89
8231	AF333238	255	203	209	171	11	849	44.76
8232	AF333238	255	203	209	171	11	849	44.76
8233	AY130766	272	234	267	209	14	996	47.79
8234	AY130766	272	234	267	209	14	996	47.79
8235	AY744935	476	319	402	300	21	1518	46.25
8236	DQ208309	757	511	597	415	32	2312	43.77
8237	DQ208310	767	520	528	459	32	2306	42.80
8238	DQ208311	709	500	529	413	30	2181	43.19
8239	EF566060	350	234	214	223	14	1035	42.22
8240	EU501377	341	225	204	217	14	1001	42.06
8241	EF566221	351	239	216	224	14	1044	42.15
8242	CY031811	344	227	205	223	14	1013	42.25
8243	CY031812	281	238	262	208	14	1003	46.86
8244	CY031812	281	238	262	208	14	1003	46.86
8245	CY035022	582	412	376	344	24	1738	41.43
8246	CY035023	278	238	261	207	14	998	46.89
8247	CY035023	278	238	261	207	14	998	46.89
8248	CY035024	444	372	339	275	20	1450	42.34
8249	CY035025	502	327	402	291	21	1543	44.91
8250	CY035026	289	206	194	159	12	860	41.05
8251	CY035026	289	206	194	159	12	860	41.05
8252	CY035027	734	525	518	414	31	2222	41.94
8253	CY035028	819	508	522	450	32	2331	41.70
8254	CY035028	819	508	522	450	32	2331	41.70
8255	CY035029	793	520	565	414	32	2324	42.13
8256	CY058075	342	222	199	221	17	1001	41.96
8257	EU199248	564	383	365	334	23	1669	41.88
8258	EU199249	428	358	332	265	19	1402	42.58
8259	EU199250	567	390	368	334	23	1682	41.74
8260	EU199366	577	406	374	344	24	1725	41.62
8261	EU199420	437	365	336	272	20	1430	42.52
8262	EF566304	349	237	212	220	14	1032	41.86
8263	EU124063	346	232	211	222	14	1025	42.24
